Date,adm0_a3,Province/State,Country/Region,Lat,Long,Population,Confirmed,r_Confirmed,i_Confirmed,ri_Confirmed,Tot_Confirmed,iTot_Confirmed,rTot_Confirmed,riTot_Confirmed,Deaths,r_Deaths,i_Deaths,ri_Deaths,Tot_Deaths,iTot_Deaths,rTot_Deaths,riTot_Deaths
2/9/22,CHN,Sichuan,China,30.6171,102.7103,83674866.0,1381,1.6504,0.0,0.0,120968,46.0,8.5806,0.0033,3,0.0036,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,CHN,Tianjin,China,39.3054,117.323,13866009.0,1085,7.8249,0.0,0.0,120968,46.0,8.5806,0.0033,3,0.0216,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,CHN,Tibet,China,31.6927,88.0924,3648100.0,1,0.0274,0.0,0.0,120968,46.0,8.5806,0.0033,0,0.0,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,CHN,Unknown,China,,,,14305,,18.0,,120968,46.0,8.5806,0.0033,0,,0.0,,4636,0.0,0.3288,0.0
2/9/22,CHN,Xinjiang,China,41.1129,85.2401,25852345.0,996,3.8526,0.0,0.0,120968,46.0,8.5806,0.0033,3,0.0116,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,CHN,Yunnan,China,24.974,101.487,47209277.0,1884,3.9907,0.0,0.0,120968,46.0,8.5806,0.0033,2,0.0042,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,CHN,Zhejiang,China,29.1832,120.0934,64567588.0,2242,3.4723,1.0,0.0015,120968,46.0,8.5806,0.0033,1,0.0015,0.0,0.0,4636,0.0,0.3288,0.0
2/9/22,COL,NA,Colombia,4.5709,-74.2973,50882884.0,5994301,11780.5842,8785.0,17.2651,5994301,8785.0,11780.5842,17.2651,136404,268.0744,207.0,0.4068,136404,207.0,268.0744,0.4068
2/9/22,COM,NA,Comoros,-11.6455,43.3333,869595.0,7978,917.4386,13.0,1.4949,7978,13.0,917.4386,1.4949,160,18.3994,0.0,0.0,160,0.0,18.3994,0.0
2/9/22,COG,NA,Congo (Brazzaville),-0.228,15.8277,5518092.0,23854,432.2871,62.0,1.1236,23854,62.0,432.2871,1.1236,375,6.7958,0.0,0.0,375,0.0,6.7958,0.0
2/9/22,COD,NA,Congo (Kinshasa),-4.0383,21.7587,89561404.0,85708,95.6975,22.0,0.0246,85708,22.0,95.6975,0.0246,1316,1.4694,0.0,0.0,1316,0.0,1.4694,0.0
2/9/22,CRI,NA,Costa Rica,9.7489,-83.7534,5094114.0,745949,14643.3511,6105.0,119.8442,745949,6105.0,14643.3511,119.8442,7730,151.7438,18.0,0.3533,7730,18.0,151.7438,0.3533
2/9/22,CIV,NA,Cote d'Ivoire,7.54,-5.5471,26378275.0,81005,307.0898,29.0,0.1099,81005,29.0,307.0898,0.1099,787,2.9835,0.0,0.0,787,0.0,2.9835,0.0
2/9/22,HRV,NA,Croatia,45.1,15.2,4105268.0,998463,24321.5059,7868.0,191.6562,998463,7868.0,24321.5059,191.6562,14281,347.8701,37.0,0.9013,14281,37.0,347.8701,0.9013
2/9/22,CUB,NA,Cuba,21.5218,-77.7812,11326616.0,1056846,9330.6421,919.0,8.1136,1056846,919.0,9330.6421,8.1136,8450,74.603,3.0,0.0265,8450,3.0,74.603,0.0265
2/9/22,CYP,NA,Cyprus,35.1264,33.4299,1207361.0,280643,23244.3321,2779.0,230.1714,280643,2779.0,23244.3321,230.1714,761,63.03,5.0,0.4141,761,5.0,63.03,0.4141
2/9/22,CZE,NA,Czechia,49.8175,15.473,10708982.0,3311152,30919.3908,37777.0,352.76,3311152,37777.0,30919.3908,352.76,37612,351.2192,63.0,0.5883,37612,63.0,351.2192,0.5883
2/9/22,FRO,Faroe Islands,Denmark,61.8926,-6.9118,48865.0,25625,52440.397,0.0,0.0,25625,0.0,52440.397,0.0,20,40.9291,0.0,0.0,20,0.0,40.9291,0.0
2/9/22,GRL,Greenland,Denmark,71.7069,-42.6043,56772.0,11300,19904.1781,24.0,42.2744,11300,24.0,19904.1781,42.2744,7,12.33,0.0,0.0,7,0.0,12.33,0.0
2/9/22,DNK,NA,Denmark,56.2639,9.5018,5837213.0,2142809,36709.4536,55120.0,944.2863,2142809,55120.0,36709.4536,944.2863,3948,67.635,21.0,0.3598,3948,21.0,67.635,0.3598
2/9/22,DJI,NA,Djibouti,11.8251,42.5903,988002.0,15527,1571.5555,2.0,0.2024,15527,2.0,1571.5555,0.2024,189,19.1295,0.0,0.0,189,0.0,19.1295,0.0
2/9/22,DMA,NA,Dominica,15.415,-61.371,71991.0,10073,13992.0268,0.0,0.0,10073,0.0,13992.0268,0.0,53,73.6203,0.0,0.0,53,0.0,73.6203,0.0
2/9/22,DOM,NA,Dominican Republic,18.7357,-70.1627,10847904.0,565862,5216.3257,1395.0,12.8596,565862,1395.0,5216.3257,12.8596,4336,39.9709,4.0,0.0369,4336,4.0,39.9709,0.0369
2/9/22,ECU,NA,Ecuador,-1.8312,-78.1834,17643060.0,769149,4359.4989,0.0,0.0,769149,0.0,4359.4989,0.0,34739,196.899,0.0,0.0,34739,0.0,196.899,0.0
2/9/22,EGY,NA,Egypt,26.8206,30.8025,102334403.0,446308,436.127,2191.0,2.141,446308,2191.0,436.127,2.141,23110,22.5828,57.0,0.0557,23110,57.0,22.5828,0.0557
2/9/22,SLV,NA,El Salvador,13.7942,-88.8965,6486201.0,135109,2083.0221,0.0,0.0,135109,0.0,2083.0221,0.0,3967,61.1606,7.0,0.1079,3967,7.0,61.1606,0.1079
2/9/22,GNQ,NA,Equatorial Guinea,1.6508,10.2679,1402985.0,15850,1129.7341,0.0,0.0,15850,0.0,1129.7341,0.0,182,12.9723,0.0,0.0,182,0.0,12.9723,0.0
2/9/22,ERI,NA,Eritrea,15.1794,39.7823,3546427.0,9652,272.1612,1.0,0.0282,9652,1.0,272.1612,0.0282,102,2.8761,1.0,0.0282,102,1.0,2.8761,0.0282
2/9/22,EST,NA,Estonia,58.5953,25.0136,1326539.0,398519,30042.0116,6670.0,502.8122,398519,6670.0,30042.0116,502.8122,2088,157.4021,13.0,0.98,2088,13.0,157.4021,0.98
2/9/22,SWZ,NA,Eswatini,-26.5225,31.4659,1160164.0,68702,5921.749,41.0,3.534,68702,41.0,5921.749,3.534,1381,119.0349,1.0,0.0862,1381,1.0,119.0349,0.0862
2/9/22,ETH,NA,Ethiopia,9.145,40.4897,114963583.0,467001,406.2165,161.0,0.14,467001,161.0,406.2165,0.14,7397,6.4342,12.0,0.0104,7397,12.0,6.4342,0.0104
2/9/22,FJI,NA,Fiji,-17.7134,178.065,896444.0,63398,7072.1651,42.0,4.6852,63398,42.0,7072.1651,4.6852,816,91.0263,3.0,0.3347,816,3.0,91.0263,0.3347
2/9/22,FIN,NA,Finland,61.9241,25.7482,5540718.0,546782,9868.4322,4520.0,81.5779,546782,4520.0,9868.4322,81.5779,2126,38.3705,29.0,0.5234,2126,29.0,38.3705,0.5234
2/9/22,GUF,French Guiana,France,4.0,-53.0,298682.0,76773,25703.9259,0.0,0.0,76773,0.0,25703.9259,0.0,383,128.23,0.0,0.0,383,0.0,128.23,0.0
2/9/22,PYF,French Polynesia,France,-17.6797,-149.4068,280904.0,51723,18413.0521,1144.0,407.2566,51723,1144.0,18413.0521,407.2566,636,226.4119,0.0,0.0,636,0.0,226.4119,0.0
2/9/22,GLP,Guadeloupe,France,16.265,-61.551,400127.0,104179,26036.4834,0.0,0.0,104179,0.0,26036.4834,0.0,855,213.6822,0.0,0.0,855,0.0,213.6822,0.0
2/9/22,MTQ,Martinique,France,14.6415,-61.0242,375265.0,99753,26582.0154,3134.0,835.1432,99753,3134.0,26582.0154,835.1432,845,225.1742,3.0,0.7994,845,3.0,225.1742,0.7994
2/9/22,MYT,Mayotte,France,-12.8275,45.1662,272813.0,36556,13399.6547,39.0,14.2955,36556,39.0,13399.6547,14.2955,187,68.5451,0.0,0.0,187,0.0,68.5451,0.0
2/9/22,NCL,New Caledonia,France,-20.9043,165.618,285491.0,32895,11522.2546,1914.0,670.4239,32895,1914.0,11522.2546,670.4239,284,99.4777,0.0,0.0,284,0.0,99.4777,0.0
2/9/22,REU,Reunion,France,-21.1151,55.5364,895308.0,256787,28681.4147,30782.0,3438.1464,256787,30782.0,28681.4147,3438.1464,565,63.1068,34.0,3.7976,565,34.0,63.1068,3.7976
2/9/22,BLM,Saint Barthelemy,France,17.9,-62.8333,9885.0,3435,34749.6206,0.0,0.0,3435,0.0,34749.6206,0.0,6,60.698,0.0,0.0,6,0.0,60.698,0.0
2/9/22,SPM,Saint Pierre and Miquelon,France,46.8852,-56.3159,5795.0,1002,17290.7679,5.0,86.2813,1002,5.0,17290.7679,86.2813,1,17.2563,0.0,0.0,1,0.0,17.2563,0.0
2/9/22,MAF,St Martin,France,18.0708,-63.0501,38659.0,9439,24416.048,0.0,0.0,9439,0.0,24416.048,0.0,61,157.7899,0.0,0.0,61,0.0,157.7899,0.0
2/9/22,WLF,Wallis and Futuna,France,-14.2938,-178.1165,15289.0,454,2969.4552,0.0,0.0,454,0.0,2969.4552,0.0,7,45.7846,0.0,0.0,7,0.0,45.7846,0.0
2/9/22,FRA,NA,France,46.2276,2.2137,65249843.0,20504667,31424.8526,-33955.0,-52.0384,20504667,-33955.0,31424.8526,-52.0384,130779,200.4281,-37.0,-0.0567,130779,-37.0,200.4281,-0.0567
2/9/22,GAB,NA,Gabon,-0.8037,11.6094,2225728.0,47399,2129.5954,37.0,1.6624,47399,37.0,2129.5954,1.6624,302,13.5686,0.0,0.0,302,0.0,13.5686,0.0
2/9/22,GMB,NA,Gambia,13.4432,-15.3101,2416664.0,11911,492.8695,31.0,1.2828,11911,31.0,492.8695,1.2828,365,15.1035,1.0,0.0414,365,1.0,15.1035,0.0414
2/9/22,GEO,NA,Georgia,42.3154,43.3569,3989175.0,1375615,34483.6965,25161.0,630.7319,1375615,25161.0,34483.6965,630.7319,15351,384.8164,51.0,1.2785,15351,51.0,384.8164,1.2785
2/9/22,DEU,NA,Germany,51.1657,10.4515,83155031.0,11521678,13855.6596,234250.0,281.7027,11521678,234250.0,13855.6596,281.7027,119215,143.3647,272.0,0.3271,119215,272.0,143.3647,0.3271
2/9/22,GHA,NA,Ghana,7.9465,-1.0232,31072945.0,157751,507.6796,0.0,0.0,157751,0.0,507.6796,0.0,1419,4.5667,0.0,0.0,1419,0.0,4.5667,0.0
2/9/22,GRC,NA,Greece,39.0742,21.8243,10423056.0,2109999,20243.5735,19616.0,188.1982,2109999,19616.0,20243.5735,188.1982,24410,234.1924,88.0,0.8443,24410,88.0,234.1924,0.8443
2/9/22,GRD,NA,Grenada,12.1165,-61.679,112519.0,13041,11590.0426,155.0,137.7545,13041,155.0,11590.0426,137.7545,212,188.4126,1.0,0.8887,212,1.0,188.4126,0.8887
2/9/22,GTM,NA,Guatemala,15.7835,-90.2308,17915567.0,720802,4023.3279,4720.0,26.3458,720802,4720.0,4023.3279,26.3458,16542,92.3331,15.0,0.0837,16542,15.0,92.3331,0.0837
2/9/22,GIN,NA,Guinea,9.9456,-9.6966,13132792.0,36297,276.3845,16.0,0.1218,36297,16.0,276.3845,0.1218,432,3.2895,0.0,0.0,432,0.0,3.2895,0.0
2/9/22,GNB,NA,Guinea-Bissau,11.8037,-15.1804,1967998.0,7813,397.0024,11.0,0.5589,7813,11.0,397.0024,0.5589,158,8.0285,0.0,0.0,158,0.0,8.0285,0.0
2/9/22,GUY,NA,Guyana,4.8604,-58.9302,786559.0,61901,7869.8483,167.0,21.2317,61901,167.0,7869.8483,21.2317,1188,151.0376,3.0,0.3814,1188,3.0,151.0376,0.3814
2/9/22,HTI,NA,Haiti,18.9712,-72.2852,11402533.0,29888,262.1172,9.0,0.0789,29888,9.0,262.1172,0.0789,806,7.0686,0.0,0.0,806,0.0,7.0686,0.0
2/9/22,VAT,NA,Holy See,41.9029,12.4534,809.0,29,3584.6724,0.0,0.0,29,0.0,3584.6724,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2/9/22,HND,NA,Honduras,15.2,-86.2419,9904608.0,391874,3956.4817,0.0,0.0,391874,0.0,3956.4817,0.0,10512,106.1324,0.0,0.0,10512,0.0,106.1324,0.0
2/9/22,HUN,NA,Hungary,47.1625,19.5033,9660350.0,1671547,17303.1722,13932.0,144.2184,1671547,13932.0,17303.1722,144.2184,42170,436.5266,101.0,1.0455,42170,101.0,436.5266,1.0455
2/9/22,ISL,NA,Iceland,64.9631,-19.0208,341250.0,81981,24023.7363,2470.0,723.8095,81981,2470.0,24023.7363,723.8095,50,14.652,0.0,0.0,50,0.0,14.652,0.0
2/9/22,IND,NA,India,20.5937,78.9629,1380004385.0,42478060,3078.1105,67084.0,4.8611,42478060,67084.0,3078.1105,4.8611,506520,36.7042,1241.0,0.0899,506520,1241.0,36.7042,0.0899
2/9/22,IDN,NA,Indonesia,-0.7893,113.9213,273523621.0,4626936,1691.6038,46843.0,17.1258,4626936,46843.0,1691.6038,17.1258,144784,52.9329,65.0,0.0238,144784,65.0,52.9329,0.0238
2/9/22,IRN,NA,Iran,32.4279,53.688,83992953.0,6696927,7973.201,39085.0,46.5337,6696927,39085.0,7973.201,46.5337,133164,158.5419,116.0,0.1381,133164,116.0,158.5419,0.1381
2/9/22,IRQ,NA,Iraq,33.2232,43.6793,40222503.0,2263525,5627.5091,4681.0,11.6378,2263525,4681.0,5627.5091,11.6378,24600,61.1598,30.0,0.0746,24600,30.0,61.1598,0.0746
2/9/22,IRL,NA,Ireland,53.1424,-7.6921,4937796.0,1230539,24920.8149,5677.0,114.9703,1230539,5677.0,24920.8149,114.9703,6291,127.405,63.0,1.2759,6291,63.0,127.405,1.2759
2/9/22,ISR,NA,Israel,31.0461,34.8516,8655541.0,3316228,38313.3533,29955.0,346.0789,3316228,29955.0,38313.3533,346.0789,9337,107.8731,34.0,0.3928,9337,34.0,107.8731,0.3928
2/9/22,ITA,NA,Italy,41.8719,12.5674,60461828.0,11847436,19594.9021,81669.0,135.0753,11847436,81669.0,19594.9021,135.0753,149896,247.9184,384.0,0.6351,149896,384.0,247.9184,0.6351
2/9/22,JAM,NA,Jamaica,18.1096,-77.2975,2961161.0,126437,4269.8455,87.0,2.938,126437,87.0,4269.8455,2.938,2706,91.3831,7.0,0.2364,2706,7.0,91.3831,0.2364
2/9/22,JPN,NA,Japan,36.2048,138.2529,126476458.0,3576261,2827.61,97799.0,77.3259,3576261,97799.0,2827.61,77.3259,19775,15.6353,162.0,0.1281,19775,162.0,15.6353,0.1281
2/9/22,JOR,NA,Jordan,31.24,36.51,10203140.0,1396430,13686.277,21977.0,215.3945,1396430,21977.0,13686.277,215.3945,13409,131.4203,27.0,0.2646,13409,27.0,131.4203,0.2646
2/9/22,KAZ,NA,Kazakhstan,48.0196,66.9237,18776707.0,1370466,7298.7558,3412.0,18.1715,1370466,3412.0,7298.7558,18.1715,18693,99.5542,21.0,0.1118,18693,21.0,99.5542,0.1118
2/9/22,KEN,NA,Kenya,-0.0236,37.9062,53771300.0,322274,599.342,60.0,0.1116,322274,60.0,599.342,0.1116,5622,10.4554,1.0,0.0019,5622,1.0,10.4554,0.0019
2/9/22,KIR,NA,Kiribati,-3.3704,-168.734,117606.0,2173,1847.6948,222.0,188.7659,2173,222.0,1847.6948,188.7659,1,0.8503,1.0,0.8503,1,1.0,0.8503,0.8503
2/9/22,XKS,NA,Kosovo,42.6026,20.903,1810366.0,220209,12163.7835,1140.0,62.9707,220209,1140.0,12163.7835,62.9707,3058,168.9161,5.0,0.2762,3058,5.0,168.9161,0.2762
2/9/22,KWT,NA,Kuwait,29.3117,47.4818,4270563.0,590565,13828.7387,3463.0,81.09,590565,3463.0,13828.7387,81.09,2514,58.8681,1.0,0.0234,2514,1.0,58.8681,0.0234
2/9/22,KGZ,NA,Kyrgyzstan,41.2044,74.7661,6524191.0,199714,3061.1305,97.0,1.4868,199714,97.0,3061.1305,1.4868,2913,44.6492,4.0,0.0613,2913,4.0,44.6492,0.0613
2/9/22,LAO,NA,Laos,19.8563,102.4955,7275556.0,137557,1890.6734,454.0,6.2401,137557,454.0,1890.6734,6.2401,583,8.0131,6.0,0.0825,583,6.0,8.0131,0.0825
2/9/22,LVA,NA,Latvia,56.8796,24.6032,1886202.0,476730,25274.5994,11835.0,627.4514,476730,11835.0,25274.5994,627.4514,4978,263.9166,9.0,0.4771,4978,9.0,263.9166,0.4771
2/9/22,LBN,NA,Lebanon,33.8547,35.8623,6825442.0,993095,14549.9002,8488.0,124.3582,993095,8488.0,14549.9002,124.3582,9769,143.1263,19.0,0.2784,9769,19.0,143.1263,0.2784
2/9/22,LSO,NA,Lesotho,-29.61,28.2336,2142252.0,32350,1510.0931,0.0,0.0,32350,0.0,1510.0931,0.0,695,32.4425,0.0,0.0,695,0.0,32.4425,0.0
2/9/22,LBR,NA,Liberia,6.4281,-9.4295,5057677.0,7346,145.2445,0.0,0.0,7346,0.0,145.2445,0.0,290,5.7339,0.0,0.0,290,0.0,5.7339,0.0
2/9/22,LBY,NA,Libya,26.3351,17.2283,6871287.0,459548,6687.9465,3272.0,47.6184,459548,3272.0,6687.9465,47.6184,6096,88.717,9.0,0.131,6096,9.0,88.717,0.131
2/9/22,LIE,NA,Liechtenstein,47.14,9.55,38137.0,10093,26465.1126,137.0,359.2312,10093,137.0,26465.1126,359.2312,74,194.0373,0.0,0.0,74,0.0,194.0373,0.0
2/9/22,LTU,NA,Lithuania,55.1694,23.8813,2722291.0,776794,28534.5689,11983.0,440.1807,776794,11983.0,28534.5689,440.1807,8031,295.0089,17.0,0.6245,8031,17.0,295.0089,0.6245
2/9/22,LUX,NA,Luxembourg,49.8153,6.1296,625976.0,171452,27389.5485,1352.0,215.9827,171452,1352.0,27389.5485,215.9827,966,154.319,0.0,0.0,966,0.0,154.319,0.0
2/9/22,MDG,NA,Madagascar,-18.7669,46.8691,27691019.0,61434,221.8553,0.0,0.0,61434,0.0,221.8553,0.0,1307,4.7199,0.0,0.0,1307,0.0,4.7199,0.0
2/9/22,MWI,NA,Malawi,-13.2543,34.3015,19129955.0,84915,443.885,39.0,0.2039,84915,39.0,443.885,0.2039,2580,13.4867,5.0,0.0261,2580,5.0,13.4867,0.0261
2/9/22,MYS,NA,Malaysia,4.2105,101.9758,32365998.0,2956332,9134.0672,17134.0,52.9383,2956332,17134.0,9134.0672,52.9383,32065,99.07,9.0,0.0278,32065,9.0,99.07,0.0278
2/9/22,MDV,NA,Maldives,3.2028,73.2207,540542.0,154511,28584.4578,1096.0,202.7595,154511,1096.0,28584.4578,202.7595,286,52.9099,1.0,0.185,286,1.0,52.9099,0.185
2/9/22,MLI,NA,Mali,17.5707,-3.9962,20250834.0,30236,149.3074,9.0,0.0444,30236,9.0,149.3074,0.0444,715,3.5307,0.0,0.0,715,0.0,3.5307,0.0
2/9/22,MLT,NA,Malta,35.9375,14.3754,441539.0,69533,15747.8728,172.0,38.9547,69533,172.0,15747.8728,38.9547,572,129.5469,2.0,0.453,572,2.0,129.5469,0.453
2/9/22,MHL,NA,Marshall Islands,7.1315,171.1845,58413.0,7,11.9836,0.0,0.0,7,0.0,11.9836,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2/9/22,MRT,NA,Mauritania,21.0079,-10.9408,4649660.0,58527,1258.7372,19.0,0.4086,58527,19.0,1258.7372,0.4086,971,20.8832,2.0,0.043,971,2.0,20.8832,0.043
2/9/22,MUS,NA,Mauritius,-20.3484,57.5522,1271767.0,120696,9490.4177,2161.0,169.9211,120696,2161.0,9490.4177,169.9211,841,66.1285,0.0,0.0,841,0.0,66.1285,0.0
2/9/22,MEX,NA,Mexico,23.6345,-102.5528,127792286.0,5192008,4062.8493,24898.0,19.4832,5192008,24898.0,4062.8493,19.4832,310627,243.0718,743.0,0.5814,310627,743.0,243.0718,0.5814
2/9/22,FSM,NA,Micronesia,7.4256,150.5508,113815.0,1,0.8786,0.0,0.0,1,0.0,0.8786,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2/9/22,MDA,NA,Moldova,47.4116,28.3699,4027690.0,474548,11782.1381,3024.0,75.0803,474548,3024.0,11782.1381,75.0803,10837,269.0624,34.0,0.8442,10837,34.0,269.0624,0.8442
2/9/22,MCO,NA,Monaco,43.7333,7.4167,39244.0,8922,22734.6856,42.0,107.0227,8922,42.0,22734.6856,107.0227,49,124.8599,1.0,2.5482,49,1.0,124.8599,2.5482
2/9/22,MNG,NA,Mongolia,46.8625,103.8467,3278292.0,863372,26336.0311,2396.0,73.0868,863372,2396.0,26336.0311,73.0868,2137,65.1864,3.0,0.0915,2137,3.0,65.1864,0.0915
2/9/22,MNE,NA,Montenegro,42.7087,19.3744,628062.0,224793,35791.5301,425.0,67.6685,224793,425.0,35791.5301,67.6685,2622,417.4747,9.0,1.433,2622,9.0,417.4747,1.433
2/9/22,MAR,NA,Morocco,31.7917,-7.0926,36910558.0,1151081,3118.5684,1499.0,4.0612,1151081,1499.0,3118.5684,4.0612,15698,42.5298,41.0,0.1111,15698,41.0,42.5298,0.1111
2/9/22,MOZ,NA,Mozambique,-18.6657,35.5296,31255435.0,224494,718.2559,60.0,0.192,224494,60.0,718.2559,0.192,2186,6.994,1.0,0.0032,2186,1.0,6.994,0.0032
2/9/22,NAM,NA,Namibia,-22.9576,18.4904,2540916.0,156519,6159.9439,37.0,1.4562,156519,37.0,6159.9439,1.4562,3984,156.7938,2.0,0.0787,3984,2.0,156.7938,0.0787
2/9/22,NPL,NA,Nepal,28.1667,84.25,29136808.0,970462,3330.708,1851.0,6.3528,970462,1851.0,3330.708,6.3528,11852,40.6771,14.0,0.048,11852,14.0,40.6771,0.048
2/9/22,ABW,Aruba,Netherlands,12.5211,-69.9683,106766.0,33406,31288.9871,29.0,27.1622,33406,29.0,31288.9871,27.1622,196,183.579,0.0,0.0,196,0.0,183.579,0.0
2/9/22,BES,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,26221.0,7314,27893.673,43.0,163.9907,7314,43.0,27893.673,163.9907,31,118.2258,0.0,0.0,31,0.0,118.2258,0.0
2/9/22,CUW,Curacao,Netherlands,12.1696,-68.99,164100.0,38073,23201.0969,107.0,65.2041,38073,107.0,23201.0969,65.2041,248,151.1274,1.0,0.6094,248,1.0,151.1274,0.6094
2/9/22,SXM,Sint Maarten,Netherlands,18.0425,-63.0548,42882.0,9449,22034.8864,10.0,23.3198,9449,10.0,22034.8864,23.3198,83,193.5544,1.0,2.332,83,1.0,193.5544,2.332
2/9/22,NLD,NA,Netherlands,52.1326,5.2913,17134873.0,5523354,32234.578,86779.0,506.4467,5523354,86779.0,32234.578,506.4467,21343,124.5588,7.0,0.0409,21343,7.0,124.5588,0.0409
2/9/22,COK,Cook Islands,New Zealand,-21.2367,-159.7777,17459.0,2,11.4554,0.0,0.0,2,0.0,11.4554,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2/9/22,NZL,NA,New Zealand,-40.9006,174.886,4822233.0,18837,390.6282,334.0,6.9263,18837,334.0,390.6282,6.9263,53,1.0991,0.0,0.0,53,0.0,1.0991,0.0
2/9/22,NIC,NA,Nicaragua,12.8654,-85.2072,6624554.0,17791,268.5615,0.0,0.0,17791,0.0,268.5615,0.0,222,3.3512,1.0,0.0151,222,1.0,3.3512,0.0151
2/9/22,NER,NA,Niger,17.6078,8.0817,24206636.0,8700,35.9406,4.0,0.0165,8700,4.0,35.9406,0.0165,303,1.2517,0.0,0.0,303,0.0,1.2517,0.0
2/9/22,NGA,NA,Nigeria,9.082,8.6753,206139587.0,253875,123.1568,37.0,0.0179,253875,37.0,123.1568,0.0179,3139,1.5228,0.0,0.0,3139,0.0,1.5228,0.0
2/9/22,MKD,NA,North Macedonia,41.6086,21.7453,2083380.0,282147,13542.7526,1553.0,74.5423,282147,1553.0,13542.7526,74.5423,8658,415.5747,34.0,1.632,8658,34.0,415.5747,1.632
2/9/22,NOR,NA,Norway,60.472,8.4689,5421242.0,962407,17752.5187,25086.0,462.7353,962407,25086.0,17752.5187,462.7353,1512,27.8903,45.0,0.8301,1512,45.0,27.8903,0.8301
2/9/22,OMN,NA,Oman,21.5126,55.9233,5106622.0,359256,7035.1007,2356.0,46.1362,359256,2356.0,7035.1007,46.1362,4190,82.0503,2.0,0.0392,4190,2.0,82.0503,0.0392
2/9/22,PAK,NA,Pakistan,30.3753,69.3451,220892331.0,1474075,667.3274,3914.0,1.7719,1474075,3914.0,667.3274,1.7719,29648,13.4219,47.0,0.0213,29648,47.0,13.4219,0.0213
2/9/22,PLW,NA,Palau,7.515,134.5825,18008.0,2956,16414.9267,113.0,627.4989,2956,113.0,16414.9267,627.4989,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2/9/22,PAN,NA,Panama,8.538,-80.7821,4314768.0,735235,17039.966,3028.0,70.1776,735235,3028.0,17039.966,70.1776,7898,183.0458,12.0,0.2781,7898,12.0,183.0458,0.2781
2/9/22,PNG,NA,Papua New Guinea,-6.315,143.9555,8947027.0,37983,424.5321,195.0,2.1795,37983,195.0,424.5321,2.1795,597,6.6726,0.0,0.0,597,0.0,6.6726,0.0
2/9/22,PRY,NA,Paraguay,-23.4425,-58.4438,7132530.0,615911,8635.2388,3018.0,42.3132,615911,3018.0,8635.2388,42.3132,17751,248.8738,47.0,0.659,17751,47.0,248.8738,0.659
2/9/22,PER,NA,Peru,-9.19,-75.0152,32971846.0,3397637,10304.6611,13091.0,39.7036,3397637,13091.0,10304.6611,39.7036,207536,629.434,224.0,0.6794,207536,224.0,629.434,0.6794
2/9/22,PHL,NA,Philippines,12.8797,121.774,109581085.0,3623176,3306.3881,3543.0,3.2332,3623176,3543.0,3306.3881,3.2332,54690,49.9082,69.0,0.063,54690,69.0,49.9082,0.063
2/9/22,POL,NA,Poland,51.9194,19.1451,37846605.0,5270363,13925.5899,46856.0,123.805,5270363,46856.0,13925.5899,123.805,107204,283.2592,310.0,0.8191,107204,310.0,283.2592,0.8191
2/9/22,PRT,NA,Portugal,39.3999,-8.2245,10196707.0,2997770,29399.3934,34023.0,333.6665,2997770,34023.0,29399.3934,333.6665,20354,199.6135,52.0,0.51,20354,52.0,199.6135,0.51
2/9/22,QAT,NA,Qatar,25.3548,51.1839,2881060.0,348141,12083.7817,776.0,26.9345,348141,776.0,12083.7817,26.9345,653,22.6653,0.0,0.0,653,0.0,22.6653,0.0
2/9/22,ROU,NA,Romania,45.9432,24.9668,19237682.0,2482394,12903.8103,27346.0,142.1481,2482394,27346.0,12903.8103,142.1481,61092,317.5642,176.0,0.9149,61092,176.0,317.5642,0.9149
2/9/22,RUS,NA,Russia,61.524,105.3188,145934460.0,13128679,8996.2844,181791.0,124.5703,13128679,181791.0,8996.2844,124.5703,330609,226.5462,658.0,0.4509,330609,658.0,226.5462,0.4509
2/9/22,RWA,NA,Rwanda,-1.9403,29.8739,12952209.0,129210,997.5904,33.0,0.2548,129210,33.0,997.5904,0.2548,1449,11.1873,2.0,0.0154,1449,2.0,11.1873,0.0154
2/9/22,KNA,NA,Saint Kitts and Nevis,17.3578,-62.783,53192.0,5492,10324.8609,4.0,7.5199,5492,4.0,10324.8609,7.5199,39,73.3193,1.0,1.88,39,1.0,73.3193,1.88
2/9/22,LCA,NA,Saint Lucia,13.9094,-60.9789,183629.0,21831,11888.645,63.0,34.3083,21831,63.0,11888.645,34.3083,342,186.2451,0.0,0.0,342,0.0,186.2451,0.0
2/9/22,VCT,NA,Saint Vincent and the Grenadines,12.9843,-61.2872,110947.0,8144,7340.4418,10.0,9.0133,8144,10.0,7340.4418,9.0133,101,91.0345,2.0,1.8027,101,2.0,91.0345,1.8027
